DATE,XUDLGBD,IUDSNZC,IUDMNZC,IUDLNZC
25 Sep 2017,0.7416,0.7538,1.3756,1.9989
26 Sep 2017,0.7453,0.7639,1.3769,1.9955
27 Sep 2017,0.747,0.8028,1.423,2.0351
28 Sep 2017,0.7438,0.8014,1.4234,2.028
29 Sep 2017,0.7454,0.7839,1.4009,2.0041
02 Oct 2017,0.7532,0.7586,1.3685,1.9753
03 Oct 2017,0.755,0.7823,1.3996,1.9972
04 Oct 2017,0.7532,0.7867,1.4122,2.0182
05 Oct 2017,0.7611,0.7959,1.4294,2.0538
06 Oct 2017,0.7658,0.7691,1.4103,2.0431
09 Oct 2017,0.7615,0.761,1.4026,2.0412
10 Oct 2017,0.7565,0.7776,1.4096,2.0416
11 Oct 2017,0.7582,0.794,1.4223,2.0501
12 Oct 2017,0.7596,0.805,1.4221,2.0431
13 Oct 2017,0.7516,0.8082,1.4111,2.0209
16 Oct 2017,0.7529,0.7881,1.3848,1.9905
17 Oct 2017,0.7594,0.7344,1.329,1.9468
18 Oct 2017,0.7592,0.7647,1.3604,1.9744
19 Oct 2017,0.7574,0.7303,1.3206,1.9401
20 Oct 2017,0.7582,0.7739,1.3794,2.001
23 Oct 2017,0.7584,0.7608,1.3586,1.9805
24 Oct 2017,0.7623,0.7999,1.4039,2.014
25 Oct 2017,0.7545,0.859,1.4643,2.0573
26 Oct 2017,0.7592,0.8453,1.4559,2.0572
27 Oct 2017,0.7627,0.8078,1.4121,2.0247
30 Oct 2017,0.7579,0.7829,1.3846,2.003
31 Oct 2017,0.753,0.7923,1.3894,1.9978
01 Nov 2017,0.7543,0.8229,1.4025,1.9975
02 Nov 2017,0.7652,0.7193,1.3185,1.9419
03 Nov 2017,0.7653,0.7315,1.3204,1.9546
06 Nov 2017,0.7621,0.7275,1.3135,1.9439
07 Nov 2017,0.761,0.7167,1.2963,1.9257
08 Nov 2017,0.7634,0.7003,1.2657,1.8822
09 Nov 2017,0.7623,0.7445,1.3191,1.9273
10 Nov 2017,0.7564,0.8076,1.399,1.9976
13 Nov 2017,0.7627,0.8018,1.3899,1.9876
14 Nov 2017,0.7623,0.7804,1.3719,1.9768
15 Nov 2017,0.7597,0.7648,1.3474,1.9541
16 Nov 2017,0.7578,0.7833,1.3619,1.9616
17 Nov 2017,0.7572,0.7896,1.3626,1.9533
20 Nov 2017,0.754,0.7759,1.3405,1.918
21 Nov 2017,0.7559,0.7741,1.3294,1.9036
22 Nov 2017,0.7528,0.7728,1.334,1.9154
23 Nov 2017,0.752,0.7464,1.307,1.898
24 Nov 2017,0.749,0.7493,1.306,1.883
27 Nov 2017,0.7496,0.7605,1.317,1.8994
28 Nov 2017,0.7557,0.7613,1.3124,1.9021
29 Nov 2017,0.7456,0.8511,1.4092,1.9771
30 Nov 2017,0.7391,0.8269,1.3844,1.9538
01 Dec 2017,0.7413,0.7352,1.2825,1.8675
04 Dec 2017,0.7419,0.7945,1.342,1.9246
05 Dec 2017,0.7431,0.7807,1.3229,1.9075
06 Dec 2017,0.7473,0.7612,1.2891,1.8778
07 Dec 2017,0.7453,0.779,1.3135,1.9084
08 Dec 2017,0.7476,0.7976,1.3401,1.9274
11 Dec 2017,0.7484,0.7338,1.2652,1.8639
12 Dec 2017,0.7506,0.7537,1.2885,1.8735
13 Dec 2017,0.7483,0.7608,1.2803,1.8609
14 Dec 2017,0.7449,0.7298,1.2379,1.8039
15 Dec 2017,0.7509,0.7261,1.2215,1.7918
18 Dec 2017,0.7464,0.7211,1.2113,1.7828
19 Dec 2017,0.7491,0.7614,1.2728,1.8557
20 Dec 2017,0.7459,0.7968,1.3281,1.9082
21 Dec 2017,0.7488,0.794,1.3296,1.9109
22 Dec 2017,0.747,0.7739,1.3074,1.8909
27 Dec 2017,0.7463,0.728,1.2405,1.8332
28 Dec 2017,0.7443,0.7501,1.2656,1.8457
29 Dec 2017,0.7402,0.7444,1.258,1.8281
02 Jan 2018,0.7364,0.8219,1.3498,1.9106
03 Jan 2018,0.74,0.7694,1.2874,1.8503
04 Jan 2018,0.7379,0.7897,1.3084,1.8643
05 Jan 2018,0.7373,0.7907,1.3109,1.8634
08 Jan 2018,0.7363,0.7884,1.2968,1.8419
09 Jan 2018,0.7394,0.83,1.349,1.8903
10 Jan 2018,0.7389,0.8385,1.3618,1.9031
11 Jan 2018,0.7388,0.8678,1.3865,1.912
12 Jan 2018,0.7305,0.9021,1.4083,1.9196
15 Jan 2018,0.7245,0.896,1.3918,1.8934
16 Jan 2018,0.726,0.8803,1.3766,1.8912
17 Jan 2018,0.7229,0.8746,1.3705,1.8819
18 Jan 2018,0.7204,0.9118,1.4056,1.9131
19 Jan 2018,0.7223,0.9027,1.4089,1.9216
22 Jan 2018,0.7159,0.914,1.4246,1.9354
23 Jan 2018,0.7133,0.9183,1.4254,1.93
24 Jan 2018,0.7031,0.9683,1.4791,1.9692
25 Jan 2018,0.6992,0.9739,1.4788,1.9573
26 Jan 2018,0.7052,1.0084,1.5031,1.9662
29 Jan 2018,0.7111,1.0285,1.5222,1.9635
30 Jan 2018,0.7086,1.0187,1.5242,1.9732
31 Jan 2018,0.7032,1.0427,1.5477,1.9947
01 Feb 2018,0.7024,1.0713,1.5795,2.0085
02 Feb 2018,0.708,1.1035,1.6246,2.0329
05 Feb 2018,0.7135,1.0915,1.6192,2.0363
06 Feb 2018,0.719,1.0312,1.5723,2.0168
07 Feb 2018,0.7203,1.0551,1.5972,2.0355
08 Feb 2018,0.7141,1.1584,1.6782,2.0714
09 Feb 2018,0.7243,1.1332,1.6487,2.0381
12 Feb 2018,0.7242,1.1384,1.6513,2.0412
13 Feb 2018,0.7204,1.1606,1.6726,2.0602
14 Feb 2018,0.7163,1.1667,1.6852,2.0824
15 Feb 2018,0.7114,1.1778,1.7105,2.1169
16 Feb 2018,0.7123,1.1166,1.6442,2.0447
19 Feb 2018,0.7146,1.1288,1.6607,2.055
20 Feb 2018,0.714,1.1086,1.6306,2.0194
21 Feb 2018,0.7154,1.1007,1.6131,2.0045
22 Feb 2018,0.7175,1.0971,1.6075,2.0056
23 Feb 2018,0.7158,1.0865,1.589,1.9946
26 Feb 2018,0.7173,1.0796,1.5746,1.9817
27 Feb 2018,0.7204,1.1181,1.6196,2.0211
28 Feb 2018,0.7257,1.0755,1.5738,1.9789
01 Mar 2018,0.7286,1.0415,1.535,1.9489
02 Mar 2018,0.7263,1.0356,1.5275,1.9425
05 Mar 2018,0.7221,1.0629,1.56,1.9735
06 Mar 2018,0.7203,1.089,1.5895,1.9978
07 Mar 2018,0.7196,1.0759,1.5672,1.9751
08 Mar 2018,0.7231,1.0685,1.5469,1.9609
09 Mar 2018,0.7211,1.0875,1.5714,1.9951
12 Mar 2018,0.7195,1.089,1.5721,1.9979
13 Mar 2018,0.7149,1.0813,1.5538,1.9534
14 Mar 2018,0.7171,1.0356,1.4956,1.8865
15 Mar 2018,0.717,1.0473,1.5021,1.8768
16 Mar 2018,0.7185,1.056,1.5029,1.8684
19 Mar 2018,0.7128,1.0706,1.5081,1.8439
20 Mar 2018,0.7137,1.1242,1.5521,1.8559
21 Mar 2018,0.7111,1.1828,1.5971,1.8763
22 Mar 2018,0.7093,1.0973,1.4822,1.7804
23 Mar 2018,0.7067,1.1227,1.5131,1.8151
26 Mar 2018,0.7031,1.1259,1.5139,1.8066
27 Mar 2018,0.707,1.1025,1.484,1.7945
28 Mar 2018,0.7093,1.0408,1.4361,1.7692
29 Mar 2018,0.7126,1.0304,1.424,1.7608
03 Apr 2018,0.7124,1.0401,1.4325,1.7844
04 Apr 2018,0.71,1.0482,1.4439,1.8117
05 Apr 2018,0.7143,1.087,1.4911,1.8498
06 Apr 2018,0.7101,1.0757,1.4728,1.8302
09 Apr 2018,0.7078,1.0878,1.4832,1.8357
10 Apr 2018,0.7056,1.099,1.496,1.8631
11 Apr 2018,0.7039,1.0832,1.4621,1.8081
12 Apr 2018,0.7026,1.1273,1.5199,1.8573
13 Apr 2018,0.7019,1.1236,1.5114,1.8557
16 Apr 2018,0.6979,1.1457,1.5408,1.8855
17 Apr 2018,0.6988,1.1236,1.5242,1.8786
18 Apr 2018,0.7025,1.0844,1.5015,1.877
19 Apr 2018,0.7032,1.1547,1.5916,1.9535
20 Apr 2018,0.713,1.1131,1.5762,1.9511
23 Apr 2018,0.7168,1.1263,1.6058,1.9867
24 Apr 2018,0.7161,1.1548,1.6237,1.996
25 Apr 2018,0.7176,1.1693,1.622,1.9767
26 Apr 2018,0.7176,1.1525,1.5865,1.9378
27 Apr 2018,0.7249,1.0798,1.5349,1.9089
30 Apr 2018,0.7259,1.0485,1.5084,1.8788
01 May 2018,0.7355,1.0393,1.492,1.87
02 May 2018,0.7353,1.0899,1.5436,1.9222
03 May 2018,0.7382,1.0264,1.4826,1.8714
04 May 2018,0.7398,1.0416,1.4874,1.8786
08 May 2018,0.7398,1.0816,1.5312,1.9201
09 May 2018,0.7365,1.1091,1.5577,1.9411
10 May 2018,0.7426,1.058,1.5165,1.9164
11 May 2018,0.7378,1.0783,1.5403,1.9384
14 May 2018,0.7357,1.1069,1.5737,1.9634
15 May 2018,0.741,1.141,1.6068,1.9781
16 May 2018,0.7417,1.1242,1.596,1.9659
17 May 2018,0.7405,1.178,1.6526,2.0024
18 May 2018,0.7421,1.1233,1.5961,1.9674
21 May 2018,0.7457,1.1114,1.5859,1.9671
22 May 2018,0.7451,1.1423,1.618,1.9914
23 May 2018,0.7496,1.0635,1.5316,1.9262
24 May 2018,0.7477,1.0362,1.4967,1.8983
25 May 2018,0.751,0.9812,1.436,1.842
29 May 2018,0.7536,0.8933,1.3393,1.7746
30 May 2018,0.7533,0.8812,1.3355,1.7588
31 May 2018,0.7514,0.8774,1.3335,1.7559
01 Jun 2018,0.7501,0.9222,1.39,1.8134
04 Jun 2018,0.7501,0.9489,1.4092,1.8219
05 Jun 2018,0.7496,0.9507,1.4001,1.8149
06 Jun 2018,0.7447,1.0327,1.4964,1.9097
07 Jun 2018,0.7452,1.0529,1.5223,1.9333
08 Jun 2018,0.7465,1.0458,1.5074,1.9201
11 Jun 2018,0.7466,1.0506,1.5215,1.9277
12 Jun 2018,0.749,1.0423,1.5038,1.904
13 Jun 2018,0.7481,1.0169,1.4696,1.8639
14 Jun 2018,0.75,0.9971,1.4362,1.8199
15 Jun 2018,0.7527,0.9859,1.4268,1.8296
18 Jun 2018,0.7552,0.9915,1.4359,1.845
19 Jun 2018,0.7591,0.9593,1.3958,1.8185
20 Jun 2018,0.759,0.9678,1.4075,1.8329
21 Jun 2018,0.7543,0.9694,1.391,1.8074
22 Jun 2018,0.7535,1.0064,1.4256,1.8343
25 Jun 2018,0.7536,0.9876,1.4137,1.839
26 Jun 2018,0.7557,0.9823,1.4129,1.8242
27 Jun 2018,0.7606,0.9447,1.3648,1.7831
28 Jun 2018,0.7635,0.9435,1.3712,1.7824
29 Jun 2018,0.7574,0.9686,1.391,1.7941
02 Jul 2018,0.762,0.946,1.3701,1.7805
03 Jul 2018,0.759,0.9301,1.3575,1.7622
04 Jul 2018,0.7571,0.9651,1.3905,1.7913
05 Jul 2018,0.7563,0.956,1.3683,1.7664
06 Jul 2018,0.7532,0.9723,1.3736,1.7625
09 Jul 2018,0.7541,0.9794,1.3878,1.7662
10 Jul 2018,0.7539,1.0059,1.4114,1.7881
11 Jul 2018,0.7548,1.0035,1.4117,1.7893
12 Jul 2018,0.7563,0.98,1.3904,1.773
13 Jul 2018,0.7575,0.9808,1.3867,1.7801
16 Jul 2018,0.7558,1.0005,1.4079,1.7984
17 Jul 2018,0.7598,0.9773,1.3739,1.7694
18 Jul 2018,0.7663,0.9427,1.3405,1.7459
19 Jul 2018,0.769,0.914,1.298,1.705
20 Jul 2018,0.7632,0.9475,1.345,1.7337
23 Jul 2018,0.7626,0.9757,1.3777,1.7554
24 Jul 2018,0.7601,0.9747,1.3762,1.7552
25 Jul 2018,0.7605,0.9789,1.3775,1.7509
26 Jul 2018,0.7605,0.9896,1.3917,1.7781
27 Jul 2018,0.7617,0.9914,1.3951,1.7875
30 Jul 2018,0.7607,1.0426,1.4642,1.8532
31 Jul 2018,0.7624,1.0236,1.4422,1.8254
01 Aug 2018,0.7621,1.0755,1.4984,1.8693
02 Aug 2018,0.7673,1.0706,1.4897,1.863
03 Aug 2018,0.7681,1.0196,1.4376,1.8223
06 Aug 2018,0.7728,0.995,1.4124,1.7956
07 Aug 2018,0.772,1.0185,1.4445,1.8165
08 Aug 2018,0.7763,1.013,1.4328,1.8137
09 Aug 2018,0.7771,1.0047,1.4178,1.8089
10 Aug 2018,0.7827,0.9567,1.365,1.7669
13 Aug 2018,0.7827,0.9756,1.3832,1.7831
14 Aug 2018,0.7841,0.9771,1.3834,1.7832
15 Aug 2018,0.7893,0.9395,1.3394,1.7481
16 Aug 2018,0.7859,0.9481,1.3508,1.7562
17 Aug 2018,0.7849,0.9516,1.3497,1.7614
20 Aug 2018,0.7838,0.943,1.3357,1.749
21 Aug 2018,0.7771,0.98,1.3867,1.7949
22 Aug 2018,0.7746,0.9853,1.3935,1.7997
23 Aug 2018,0.7791,0.9866,1.3959,1.8025
24 Aug 2018,0.7777,0.9857,1.3958,1.8099
28 Aug 2018,0.7762,1.0112,1.4269,1.8341
29 Aug 2018,0.7693,1.0593,1.471,1.8664
30 Aug 2018,0.769,1.0362,1.4349,1.8403
31 Aug 2018,0.7696,1.0148,1.4116,1.826
03 Sep 2018,0.7761,0.9959,1.3869,1.8068
04 Sep 2018,0.7793,1.0044,1.4063,1.8326
05 Sep 2018,0.7717,1.0386,1.4509,1.8791
06 Sep 2018,0.7724,0.9954,1.3998,1.8297
07 Sep 2018,0.7721,1.0248,1.4388,1.8631
10 Sep 2018,0.7681,1.0355,1.4531,1.8798
11 Sep 2018,0.7693,1.0704,1.4834,1.9025
12 Sep 2018,0.768,1.0643,1.4681,1.897
13 Sep 2018,0.7638,1.0817,1.4863,1.913
14 Sep 2018,0.7649,1.1045,1.5074,1.9235
17 Sep 2018,0.7604,1.1142,1.5161,1.9292
18 Sep 2018,0.7602,1.1283,1.5467,1.9605
19 Sep 2018,0.7603,1.1731,1.5955,2.0076
20 Sep 2018,0.7544,1.1636,1.5769,1.9811
21 Sep 2018,0.7634,1.1286,1.5409,1.9497
24 Sep 2018,0.7611,1.1679,1.5954,2.0059
25 Sep 2018,0.7597,1.1858,1.6189,2.0343
26 Sep 2018,0.7584,1.1579,1.5859,1.9979
27 Sep 2018,0.7624,1.1643,1.5843,1.9847
28 Sep 2018,0.7668,1.1516,1.568,1.9675
01 Oct 2018,0.7667,1.1501,1.5707,1.9722
02 Oct 2018,0.7705,1.1124,1.5307,1.9532
03 Oct 2018,0.7689,1.1339,1.5551,1.9716
04 Oct 2018,0.7677,1.2228,1.653,2.0411
05 Oct 2018,0.7651,1.2666,1.7021,2.0886
08 Oct 2018,0.7651,1.2421,1.6748,2.0627
09 Oct 2018,0.764,1.2407,1.6778,2.0932
10 Oct 2018,0.7576,1.269,1.716,2.1336
11 Oct 2018,0.757,1.229,1.674,2.1226
12 Oct 2018,0.76,1.1852,1.6327,2.0915
15 Oct 2018,0.7608,1.1522,1.6029,2.0699
16 Oct 2018,0.757,1.1607,1.6108,2.0568
17 Oct 2018,0.7613,1.1219,1.5619,2.0017
18 Oct 2018,0.7651,1.1109,1.5544,2.0034
19 Oct 2018,0.7665,1.1189,1.5564,1.9982
22 Oct 2018,0.7708,1.077,1.5142,1.9668
23 Oct 2018,0.7707,1.0529,1.4749,1.9283
24 Oct 2018,0.7746,1.021,1.4433,1.9117
25 Oct 2018,0.7803,1.0082,1.4286,1.9063
26 Oct 2018,0.78,0.9444,1.3595,1.8599
29 Oct 2018,0.7809,0.9618,1.3875,1.8788
30 Oct 2018,0.7855,0.9749,1.3932,1.864
31 Oct 2018,0.7825,1.0135,1.4322,1.9052
01 Nov 2018,0.7708,1.033,1.4488,1.9099
02 Nov 2018,0.7713,1.0719,1.4887,1.9412
05 Nov 2018,0.7682,1.0768,1.4947,1.9491
06 Nov 2018,0.7645,1.1002,1.5312,1.9845
07 Nov 2018,0.7613,1.1035,1.5303,1.9932
08 Nov 2018,0.7617,1.1369,1.5635,2.0321
09 Nov 2018,0.7675,1.0757,1.5002,1.9868
12 Nov 2018,0.7772,1.0126,1.4433,1.9538
13 Nov 2018,0.7694,1.0728,1.5125,2.0194
14 Nov 2018,0.769,1.061,1.5092,2.0365
15 Nov 2018,0.7824,0.922,1.3785,1.9836
16 Nov 2018,0.7788,0.9591,1.4229,2.0083
19 Nov 2018,0.7774,0.9194,1.3859,1.9893
20 Nov 2018,0.7798,0.9306,1.3967,2.011
21 Nov 2018,0.7822,0.9471,1.3963,1.9955
22 Nov 2018,0.7771,0.9818,1.4234,1.9987
23 Nov 2018,0.7811,0.9495,1.3835,1.9718
26 Nov 2018,0.7797,0.981,1.417,2.0068
27 Nov 2018,0.785,0.9646,1.3963,2.026
28 Nov 2018,0.7841,0.9479,1.3924,2.0619
29 Nov 2018,0.7826,0.9219,1.3567,2.0363
30 Nov 2018,0.7837,0.9318,1.3685,2.0894
03 Dec 2018,0.7851,0.8996,1.3306,2.0349
04 Dec 2018,0.7857,0.884,1.2959,1.9371
05 Dec 2018,0.7851,0.9139,1.3223,1.9428
06 Dec 2018,0.7826,0.852,1.2351,1.8463
07 Dec 2018,0.7838,0.8805,1.2714,1.8409
10 Dec 2018,0.7977,0.7947,1.1653,1.6776
11 Dec 2018,0.7983,0.821,1.1971,1.7497
12 Dec 2018,0.7898,0.8818,1.2797,1.8535
13 Dec 2018,0.7926,0.8951,1.2837,1.8501
14 Dec 2018,0.7961,0.8596,1.2472,1.8125
17 Dec 2018,0.793,0.894,1.278,1.8261
18 Dec 2018,0.7916,0.9193,1.3028,1.8326
19 Dec 2018,0.791,0.8953,1.2958,1.852
20 Dec 2018,0.7914,0.8812,1.285,1.8332
21 Dec 2018,0.7889,0.9286,1.3348,1.8757
24 Dec 2018,0.7906,0.8792,1.2783,1.8208
27 Dec 2018,0.7913,0.9233,1.3273,1.8688
28 Dec 2018,0.7881,0.8958,1.2898,1.8447
31 Dec 2018,0.7831,0.9069,1.3052,1.8683
02 Jan 2019,0.7931,0.8504,1.2413,1.8249
03 Jan 2019,0.7936,0.8288,1.207,1.7757
04 Jan 2019,0.7859,0.9031,1.292,1.832
07 Jan 2019,0.783,0.8873,1.2645,1.7943
08 Jan 2019,0.7855,0.903,1.2869,1.8251
09 Jan 2019,0.7847,0.8852,1.2649,1.7898
10 Jan 2019,0.7825,0.9151,1.2952,1.8196
11 Jan 2019,0.7802,0.9455,1.317,1.8596
14 Jan 2019,0.7745,0.9491,1.3171,1.8413
15 Jan 2019,0.7806,0.9232,1.2829,1.8045
16 Jan 2019,0.7775,0.9702,1.3352,1.8348
17 Jan 2019,0.7747,0.9829,1.3608,1.8686
18 Jan 2019,0.7748,0.9888,1.378,1.8857
21 Jan 2019,0.7755,0.9628,1.3489,1.8563
22 Jan 2019,0.7718,0.9598,1.3491,1.8594
23 Jan 2019,0.7653,0.9683,1.349,1.8357
24 Jan 2019,0.7668,0.9186,1.2905,1.7879
25 Jan 2019,0.7595,0.9555,1.3319,1.8157
28 Jan 2019,0.7601,0.9235,1.2975,1.7747
29 Jan 2019,0.7605,0.9227,1.294,1.7778
30 Jan 2019,0.765,0.9208,1.2874,1.7641
31 Jan 2019,0.7603,0.8885,1.2543,1.7525
01 Feb 2019,0.7638,0.9012,1.2744,1.7709
04 Feb 2019,0.7642,0.9277,1.3059,1.8091
05 Feb 2019,0.7728,0.8854,1.2559,1.7569
06 Feb 2019,0.7714,0.871,1.2447,1.7507
07 Feb 2019,0.7707,0.8311,1.2027,1.7263
08 Feb 2019,0.7727,0.8067,1.1729,1.698
11 Feb 2019,0.7772,0.8298,1.197,1.707
12 Feb 2019,0.7762,0.8447,1.2118,1.7203
13 Feb 2019,0.7765,0.8475,1.2137,1.72
14 Feb 2019,0.7824,0.8122,1.173,1.6902
15 Feb 2019,0.7784,0.8289,1.1992,1.7113
18 Feb 2019,0.7735,0.832,1.2008,1.7121
19 Feb 2019,0.7674,0.8418,1.2094,1.7312
20 Feb 2019,0.7656,0.8487,1.2153,1.7326
21 Feb 2019,0.7651,0.8753,1.2423,1.7453
22 Feb 2019,0.7658,0.8383,1.1906,1.7122
25 Feb 2019,0.7653,0.8552,1.2075,1.7413
26 Feb 2019,0.7553,0.8909,1.2372,1.7799
27 Feb 2019,0.7499,0.9688,1.3151,1.8483
28 Feb 2019,0.7519,0.9697,1.333,1.855
01 Mar 2019,0.7551,0.958,1.3303,1.8362
04 Mar 2019,0.7591,0.9402,1.3102,1.8118
05 Mar 2019,0.7625,0.9576,1.3177,1.8075
06 Mar 2019,0.7605,0.9002,1.2559,1.7431
07 Mar 2019,0.7625,0.8402,1.1859,1.6859
08 Mar 2019,0.7689,0.868,1.219,1.7345
11 Mar 2019,0.7637,0.849,1.199,1.7138
12 Mar 2019,0.7635,0.8536,1.2046,1.7275
13 Mar 2019,0.756,0.8822,1.237,1.771
14 Mar 2019,0.7529,0.9065,1.2603,1.7709
15 Mar 2019,0.7531,0.8916,1.2426,1.7513
18 Mar 2019,0.7564,0.873,1.2187,1.7283
19 Mar 2019,0.7539,0.8815,1.2225,1.7143
20 Mar 2019,0.758,0.8453,1.1726,1.6544
21 Mar 2019,0.7649,0.7683,1.0822,1.5745
22 Mar 2019,0.7564,0.7303,1.0342,1.5164
25 Mar 2019,0.7577,0.7156,1.0163,1.5095
26 Mar 2019,0.7567,0.7394,1.0397,1.5622
27 Mar 2019,0.758,0.7353,1.0338,1.5602
28 Mar 2019,0.7641,0.7322,1.0382,1.5793
29 Mar 2019,0.7675,0.7121,1.0361,1.5953
01 Apr 2019,0.761,0.7434,1.0774,1.6236
02 Apr 2019,0.7674,0.7024,1.0364,1.584
03 Apr 2019,0.7601,0.7729,1.1088,1.6401
04 Apr 2019,0.7644,0.7846,1.1195,1.667
05 Apr 2019,0.7685,0.7846,1.1195,1.667
08 Apr 2019,0.7664,0.7846,1.1195,1.667
09 Apr 2019,0.7666,0.7846,1.1195,1.667
10 Apr 2019,0.7639,0.9002,1.2559,1.7431
11 Apr 2019,0.7641,0.8406,1.1803,1.6911
12 Apr 2019,0.7632,0.8993,1.249,1.7558
15 Apr 2019,0.7624,0.9022,1.2518,1.7458
16 Apr 2019,0.766,0.9048,1.251,1.7496
17 Apr 2019,0.7665,0.9155,1.2724,1.7715
18 Apr 2019,0.7687,0.7024,1.0364,1.584
23 Apr 2019,0.773,0.9049,1.2602,1.7685
24 Apr 2019,0.7717,0.8546,1.2074,1.7323
25 Apr 2019,0.7748,0.8393,1.1916,1.7137
26 Apr 2019,0.7732,0.8279,1.1809,1.7081
29 Apr 2019,0.7739,0.8376,1.1875,1.7074
30 Apr 2019,0.7671,0.8703,1.2169,1.7244
01 May 2019,0.7644,0.8487,1.1881,1.6988
02 May 2019,0.7673,0.8815,1.2213,1.7309
03 May 2019,0.7624,0.9139,1.253,1.7588
07 May 2019,0.7665,0.8676,1.1983,1.7079
08 May 2019,0.769,0.8422,1.1689,1.6836
09 May 2019,0.768,0.8288,1.1567,1.6741
10 May 2019,0.7673,0.8275,1.1654,1.6933
13 May 2019,0.7702,0.8052,1.1401,1.6732
14 May 2019,0.7741,0.8012,1.1337,1.6622
15 May 2019,0.7771,0.7879,1.108,1.6373
16 May 2019,0.7817,0.7892,1.1081,1.6401
17 May 2019,0.7854,0.7673,1.0814,1.6186
20 May 2019,0.7853,0.7911,1.1018,1.6383
21 May 2019,0.7821,0.8177,1.1285,1.6584
22 May 2019,0.7901,0.76,1.0682,1.6122
23 May 2019,0.7895,0.695,1.0021,1.5524
24 May 2019,0.788,0.7024,1.0364,1.584
28 May 2019,0.789,0.6536,0.9682,1.533
29 May 2019,0.7917,0.6341,0.947,1.5182
30 May 2019,0.7943,0.6318,0.9392,1.5052
31 May 2019,0.7935,0.6227,0.9332,1.4901
03 Jun 2019,0.7917,0.5955,0.9066,1.4593
04 Jun 2019,0.7888,0.6268,0.9372,1.4962
05 Jun 2019,0.7854,0.6006,0.9063,1.4616
06 Jun 2019,0.7867,0.5719,0.8717,1.4211
07 Jun 2019,0.7839,0.5505,0.8505,1.3981
10 Jun 2019,0.788,0.5751,0.8738,1.4206
11 Jun 2019,0.7862,0.5945,0.8853,1.4307
12 Jun 2019,0.7859,0.6244,0.9106,1.4707
13 Jun 2019,0.7884,0.595,0.8772,1.4343
14 Jun 2019,0.7933,0.7024,1.0364,1.584
17 Jun 2019,0.7964,0.7024,1.0364,1.584
18 Jun 2019,0.7975,0.7024,1.0364,1.584
19 Jun 2019,0.7918,0.6209,0.9034,1.4582
20 Jun 2019,0.7873,0.7024,1.0364,1.584
21 Jun 2019,0.7876,0.6133,0.8925,1.4535
24 Jun 2019,0.786,0.5769,0.8555,1.4254
25 Jun 2019,0.7862,0.5633,0.8398,1.4207
26 Jun 2019,0.7889,0.5883,0.8665,1.4494
27 Jun 2019,0.7889,0.5978,0.8771,1.4694
28 Jun 2019,0.7857,0.614,0.8914,1.4875
01 Jul 2019,0.7904,0.5825,0.8507,1.4405
02 Jul 2019,0.7937,0.5079,0.779,1.3686
03 Jul 2019,0.7959,0.4675,0.7372,1.3224
04 Jul 2019,0.7951,0.4618,0.7244,1.323
05 Jul 2019,0.7996,0.5309,0.7939,1.3774
08 Jul 2019,0.799,0.4933,0.7522,1.3436
09 Jul 2019,0.8022,0.5054,0.7662,1.356
10 Jul 2019,0.8003,0.5382,0.8006,1.3823
11 Jul 2019,0.7966,0.6117,0.8841,1.452
12 Jul 2019,0.7962,0.6042,0.8785,1.441
15 Jul 2019,0.7989,0.5636,0.8395,1.4058
16 Jul 2019,0.8052,0.5757,0.864,1.4363
17 Jul 2019,0.8046,0.5238,0.8086,1.3941
18 Jul 2019,0.8011,0.5187,0.8076,1.3926
19 Jul 2019,0.7999,0.4961,0.7833,1.3685
22 Jul 2019,0.8001,0.4745,0.7582,1.3359
23 Jul 2019,0.804,0.4543,0.7367,1.3176
24 Jul 2019,0.8001,0.4457,0.7292,1.3219
25 Jul 2019,0.8003,0.4757,0.7649,1.3685
26 Jul 2019,0.8073,0.4577,0.744,1.3564
29 Jul 2019,0.8175,0.4238,0.7117,1.345
30 Jul 2019,0.8229,0.4044,0.701,1.3612
31 Jul 2019,0.8166,0.3804,0.6791,1.3165
01 Aug 2019,0.8229,0.3479,0.6422,1.2667
02 Aug 2019,0.8246,0.3377,0.6158,1.2389
05 Aug 2019,0.8236,0.3006,0.5588,1.1696
06 Aug 2019,0.8219,0.3161,0.5681,1.1765
07 Aug 2019,0.8228,0.3085,0.5241,1.1051
08 Aug 2019,0.8241,0.352,0.5771,1.175
09 Aug 2019,0.8278,0.32,0.54,1.1494
12 Aug 2019,0.8277,0.3128,0.538,1.1533
13 Aug 2019,0.8284,0.3252,0.5332,1.1201
14 Aug 2019,0.8286,0.3115,0.4826,1.0389
15 Aug 2019,0.8255,0.3046,0.4377,0.9313
16 Aug 2019,0.8234,0.3706,0.4992,0.9978
19 Aug 2019,0.8241,0.3726,0.5215,1.0559
20 Aug 2019,0.8243,0.3509,0.4908,1.0081
21 Aug 2019,0.8243,0.3494,0.4913,0.9996
22 Aug 2019,0.8161,0.3919,0.5556,1.0799
23 Aug 2019,0.8146,0.3614,0.5433,1.0961
27 Aug 2019,0.8145,0.2977,0.4703,1.0398
28 Aug 2019,0.8183,0.2545,0.4073,0.9827
29 Aug 2019,0.8193,0.2611,0.401,0.9717
30 Aug 2019,0.8208,0.2995,0.4426,1.0066
02 Sep 2019,0.829,0.2507,0.3923,0.9356
03 Sep 2019,0.827,0.2299,0.3604,0.8891
