DATE,XUDLGBD,IUDSNZC,IUDMNZC,IUDLNZC
04 Sep 2019,0.8202,0.3142,0.4698,0.9915
05 Sep 2019,0.8114,0.3969,0.5722,1.1276
06 Sep 2019,0.8121,0.3032,0.4684,1.0005
09 Sep 2019,0.8101,0.3819,0.5685,1.1032
10 Sep 2019,0.8095,0.4071,0.5968,1.1152
11 Sep 2019,0.8102,0.4257,0.6037,1.1129
12 Sep 2019,0.8109,0.4396,0.6012,1.0899
13 Sep 2019,0.8026,0.5302,0.7237,1.2159
16 Sep 2019,0.8052,0.4605,0.6497,1.1251
17 Sep 2019,0.8012,0.4654,0.6504,1.1205
18 Sep 2019,0.801,0.4321,0.6067,1.0645
19 Sep 2019,0.8008,0.4228,0.5947,1.052
20 Sep 2019,0.7999,0.4309,0.5911,1.056
23 Sep 2019,0.8045,0.3518,0.4975,0.9603
24 Sep 2019,0.8013,0.3416,0.4931,0.956
25 Sep 2019,0.8078,0.3322,0.4891,0.9562
26 Sep 2019,0.8108,0.3244,0.4897,0.9596
27 Sep 2019,0.8124,0.2763,0.4735,0.9754
30 Sep 2019,0.8117,0.2517,0.4567,0.9823
01 Oct 2019,0.8181,0.2202,0.4357,0.9588
02 Oct 2019,0.8127,0.2555,0.4622,0.9881
03 Oct 2019,0.806,0.2454,0.4508,0.9933
04 Oct 2019,0.8134,0.212,0.405,0.9435
07 Oct 2019,0.8116,0.2178,0.4187,0.9599
08 Oct 2019,0.8187,0.1813,0.3807,0.9285
09 Oct 2019,0.8185,0.2309,0.4287,0.9689
10 Oct 2019,0.8142,0.3142,0.5199,1.0528
11 Oct 2019,0.7885,0.4806,0.6794,1.1824
14 Oct 2019,0.7945,0.4197,0.6111,1.1225
15 Oct 2019,0.7827,0.4713,0.6748,1.1756
16 Oct 2019,0.781,0.4526,0.6625,1.1707
17 Oct 2019,0.7787,0.4523,0.6685,1.1874
18 Oct 2019,0.7753,0.4729,0.6843,1.1994
21 Oct 2019,0.7702,0.5016,0.7241,1.2571
22 Oct 2019,0.7747,0.4568,0.6767,1.2275
23 Oct 2019,0.7763,0.4435,0.6517,1.1847
24 Oct 2019,0.7783,0.4001,0.6002,1.1194
25 Oct 2019,0.7793,0.4292,0.6373,1.1562
28 Oct 2019,0.7777,0.4746,0.6938,1.2305
29 Oct 2019,0.775,0.4708,0.6885,1.25
30 Oct 2019,0.7769,0.4404,0.6548,1.2083
31 Oct 2019,0.7729,0.3974,0.5984,1.1358
01 Nov 2019,0.7724,0.4343,0.6417,1.1746
04 Nov 2019,0.7748,0.4654,0.6881,1.2192
05 Nov 2019,0.7772,0.5064,0.7357,1.2732
06 Nov 2019,0.7768,0.4856,0.7104,1.2504
07 Nov 2019,0.7799,0.4824,0.748,1.2943
08 Nov 2019,0.7817,0.5129,0.7736,1.314
11 Nov 2019,0.7769,0.5294,0.7844,1.32
12 Nov 2019,0.7789,0.5439,0.7934,1.3279
13 Nov 2019,0.7789,0.5024,0.7377,1.2728
14 Nov 2019,0.7778,0.4677,0.6987,1.2456
15 Nov 2019,0.7754,0.4768,0.7086,1.2608
18 Nov 2019,0.7712,0.5022,0.726,1.2751
19 Nov 2019,0.7733,0.4964,0.7208,1.2791
20 Nov 2019,0.7745,0.4966,0.7154,1.2778
21 Nov 2019,0.7737,0.5197,0.743,1.316
22 Nov 2019,0.7792,0.469,0.6945,1.2778
25 Nov 2019,0.7748,0.4599,0.6839,1.2684
26 Nov 2019,0.7789,0.4186,0.6293,1.2117
27 Nov 2019,0.7767,0.4537,0.6658,1.238
28 Nov 2019,0.775,0.456,0.6616,1.2217
29 Nov 2019,0.773,0.4852,0.6848,1.212
02 Dec 2019,0.7739,0.5221,0.7326,1.2589
03 Dec 2019,0.7696,0.4672,0.674,1.2091
04 Dec 2019,0.763,0.5237,0.7274,1.2714
05 Dec 2019,0.7602,0.5541,0.769,1.3045
06 Dec 2019,0.7631,0.5473,0.7598,1.2879
09 Dec 2019,0.7602,0.5473,0.7601,1.2805
10 Dec 2019,0.7592,0.5732,0.7858,1.2982
11 Dec 2019,0.7589,0.5619,0.7729,1.2914
12 Dec 2019,0.7623,0.5969,0.8229,1.3534
13 Dec 2019,0.7495,0.5789,0.8016,1.3095
16 Dec 2019,0.75,0.6149,0.8251,1.3294
17 Dec 2019,0.7611,0.5502,0.7676,1.2978
18 Dec 2019,0.7649,0.5552,0.7857,1.2998
19 Dec 2019,0.7675,0.5812,0.8153,1.3215
20 Dec 2019,0.7663,0.5557,0.7848,1.2998
23 Dec 2019,0.7736,0.5598,0.7807,1.3004
24 Dec 2019,0.7723,0.5466,0.7695,1.2914
27 Dec 2019,0.7637,0.5425,0.7592,1.2748
30 Dec 2019,0.7625,0.6264,0.8684,1.3814
31 Dec 2019,0.757,0.5789,0.8214,1.3421
02 Jan 2020,0.7582,0.5649,0.7916,1.2925
03 Jan 2020,0.765,0.5288,0.7443,1.2402
06 Jan 2020,0.7599,0.5593,0.7677,1.2557
07 Jan 2020,0.7621,0.5888,0.7913,1.2596
08 Jan 2020,0.7634,0.5907,0.8012,1.282
09 Jan 2020,0.7663,0.6003,0.8299,1.3269
10 Jan 2020,0.7656,0.5491,0.7872,1.2874
13 Jan 2020,0.7705,0.5127,0.7654,1.2804
14 Jan 2020,0.7686,0.4879,0.7311,1.2478
15 Jan 2020,0.7679,0.4181,0.6598,1.1901
16 Jan 2020,0.7653,0.4156,0.6515,1.1738
17 Jan 2020,0.7675,0.4049,0.6473,1.1796
20 Jan 2020,0.7693,0.4174,0.6606,1.2026
21 Jan 2020,0.7658,0.4078,0.6374,1.1585
22 Jan 2020,0.761,0.4208,0.6416,1.1485
23 Jan 2020,0.7623,0.3844,0.5942,1.0871
24 Jan 2020,0.7653,0.3773,0.5749,1.0819
27 Jan 2020,0.7659,0.326,0.5128,1.0202
28 Jan 2020,0.7702,0.3689,0.5528,1.0648
29 Jan 2020,0.7692,0.3605,0.5328,1.0424
30 Jan 2020,0.7634,0.3979,0.5493,1.0565
31 Jan 2020,0.7588,0.3773,0.5295,1.0328
03 Feb 2020,0.7685,0.3799,0.5402,1.0485
04 Feb 2020,0.7678,0.3925,0.5669,1.084
05 Feb 2020,0.7702,0.4198,0.6097,1.1234
06 Feb 2020,0.7735,0.4109,0.6019,1.1114
07 Feb 2020,0.7729,0.3971,0.5798,1.0904
10 Feb 2020,0.7738,0.3857,0.5657,1.0726
11 Feb 2020,0.7725,0.4097,0.5766,1.0674
12 Feb 2020,0.7707,0.4619,0.6246,1.0997
13 Feb 2020,0.766,0.4795,0.6505,1.1271
14 Feb 2020,0.7683,0.4627,0.6311,1.1094
17 Feb 2020,0.7689,0.479,0.6524,1.1343
18 Feb 2020,0.767,0.4548,0.6269,1.115
19 Feb 2020,0.7721,0.4464,0.6161,1.1016
20 Feb 2020,0.7763,0.4329,0.5911,1.0618
21 Feb 2020,0.7715,0.4207,0.5676,0.9961
24 Feb 2020,0.7738,0.3871,0.5357,0.9889
25 Feb 2020,0.7683,0.358,0.5043,0.9595
26 Feb 2020,0.7742,0.3519,0.504,0.9686
27 Feb 2020,0.7768,0.3058,0.4616,0.9578
28 Feb 2020,0.7827,0.2813,0.4331,0.9434
02 Mar 2020,0.7844,0.2508,0.4079,0.926
03 Mar 2020,0.7801,0.2234,0.3922,0.9233
04 Mar 2020,0.78,0.2024,0.3695,0.91
05 Mar 2020,0.7739,0.1615,0.3318,0.854
06 Mar 2020,0.7675,0.0646,0.2038,0.6495
09 Mar 2020,0.7628,0.0675,0.1607,0.5084
10 Mar 2020,0.7733,0.1173,0.2189,0.5527
11 Mar 2020,0.776,0.1546,0.2867,0.6884
12 Mar 2020,0.7974,0.1953,0.2827,0.694
13 Mar 2020,0.8061,0.2777,0.4009,0.873
16 Mar 2020,0.8145,0.3366,0.4788,0.9701
17 Mar 2020,0.8322,0.386,0.5499,1.0488
18 Mar 2020,0.8501,0.5379,0.8101,1.3623
19 Mar 2020,0.8578,0.5074,0.8325,1.3494
20 Mar 2020,0.8517,0.2543,0.5273,0.9345
23 Mar 2020,0.8702,0.1404,0.3931,0.7816
24 Mar 2020,0.8495,0.1848,0.4432,0.8637
25 Mar 2020,0.8503,0.1677,0.4298,0.9116
26 Mar 2020,0.8241,0.1516,0.3654,0.8515
27 Mar 2020,0.8091,0.1471,0.3415,0.7911
30 Mar 2020,0.8054,0.124,0.3111,0.7783
31 Mar 2020,0.8063,0.1627,0.3616,0.8642
01 Apr 2020,0.8049,0.13,0.315,0.794
02 Apr 2020,0.808,0.1351,0.3376,0.8228
03 Apr 2020,0.8158,0.1197,0.3247,0.8177
06 Apr 2020,0.816,0.1285,0.3389,0.8264
07 Apr 2020,0.8127,0.1835,0.3968,0.8518
08 Apr 2020,0.8078,0.1595,0.383,0.7975
09 Apr 2020,0.8019,0.0965,0.3122,0.704
14 Apr 2020,0.794,0.1122,0.3275,0.7347
15 Apr 2020,0.8001,0.0795,0.2926,0.7137
16 Apr 2020,0.8031,0.0982,0.2919,0.7171
17 Apr 2020,0.7997,0.1137,0.2916,0.7221
20 Apr 2020,0.8017,0.1366,0.3284,0.7482
21 Apr 2020,0.8148,0.109,0.2907,0.6786
22 Apr 2020,0.8111,0.1278,0.3157,0.6937
23 Apr 2020,0.8074,0.1145,0.2977,0.6578
24 Apr 2020,0.8105,0.1188,0.2961,0.6633
27 Apr 2020,0.8059,0.1337,0.3197,0.6941
28 Apr 2020,0.8041,0.1165,0.3023,0.6875
29 Apr 2020,0.8041,0.1141,0.3026,0.6704
30 Apr 2020,0.7928,0.0614,0.2439,0.6119
01 May 2020,0.797,0.0887,0.2711,0.6509
04 May 2020,0.8051,0.0625,0.2367,0.6046
05 May 2020,0.803,0.0362,0.2098,0.5849
06 May 2020,0.8089,0.0556,0.2426,0.6019
07 May 2020,0.8139,0.0477,0.2482,0.5929
11 May 2020,0.8092,0.0611,0.2753,0.6264
12 May 2020,0.811,0.045,0.2629,0.6357
13 May 2020,0.8179,0.0291,0.2374,0.6363
14 May 2020,0.8197,0.0289,0.2329,0.6359
15 May 2020,0.8247,0.0437,0.2453,0.6539
18 May 2020,0.8202,0.0549,0.2723,0.6895
19 May 2020,0.8163,0.0385,0.265,0.6779
20 May 2020,0.815,0.0368,0.2547,0.6593
21 May 2020,0.8189,-0.0258,0.186,0.6038
22 May 2020,0.8203,-0.0379,0.181,0.6136
26 May 2020,0.8089,-0.0035,0.2212,0.6723
27 May 2020,0.8185,-0.0272,0.1892,0.6341
28 May 2020,0.8115,-0.0185,0.2045,0.64
29 May 2020,0.8085,-0.0355,0.1845,0.6049
01 Jun 2020,0.8012,0.0122,0.2346,0.6449
02 Jun 2020,0.7964,-0.0021,0.2294,0.6636
03 Jun 2020,0.7938,0.0437,0.2946,0.7458
04 Jun 2020,0.7932,0.0544,0.3202,0.7642
05 Jun 2020,0.7859,0.073,0.3668,0.8188
08 Jun 2020,0.7875,0.0662,0.3471,0.8056
09 Jun 2020,0.786,0.0582,0.332,0.7424
10 Jun 2020,0.784,0.0078,0.2741,0.6824
11 Jun 2020,0.7908,-0.0307,0.2003,0.6151
12 Jun 2020,0.7975,-0.0136,0.2169,0.639
15 Jun 2020,0.7962,-0.0095,0.2179,0.6349
16 Jun 2020,0.7947,-0.0259,0.2091,0.6358
17 Jun 2020,0.7971,-0.0332,0.1975,0.6038
18 Jun 2020,0.8052,-0.0077,0.2429,0.7076
19 Jun 2020,0.809,-0.0052,0.2555,0.7361
22 Jun 2020,0.8033,-0.0376,0.2143,0.7073
23 Jun 2020,0.7987,-0.0186,0.2366,0.7103
24 Jun 2020,0.8032,-0.0331,0.215,0.666
25 Jun 2020,0.8061,-0.047,0.1827,0.6208
26 Jun 2020,0.8117,-0.046,0.1934,0.6511
29 Jun 2020,0.8151,-0.0651,0.1779,0.6361
30 Jun 2020,0.8091,-0.0626,0.1917,0.6586
01 Jul 2020,0.8027,-0.028,0.237,0.7025
02 Jul 2020,0.8022,-0.0568,0.2083,0.6717
03 Jul 2020,0.8021,-0.0518,0.2073,0.6702
06 Jul 2020,0.7994,-0.0362,0.221,0.6687
07 Jul 2020,0.7952,-0.0441,0.2041,0.6547
08 Jul 2020,0.7939,-0.0507,0.2002,0.6595
09 Jul 2020,0.7927,-0.068,0.1776,0.6515
10 Jul 2020,0.7898,-0.0831,0.1705,0.6386
13 Jul 2020,0.7925,-0.0546,0.2114,0.6772
14 Jul 2020,0.7981,-0.0746,0.1707,0.6474
15 Jul 2020,0.7922,-0.0541,0.1943,0.6922
16 Jul 2020,0.7938,-0.0884,0.1588,0.6678
17 Jul 2020,0.7977,-0.0708,0.1849,0.6826
20 Jul 2020,0.7907,-0.0856,0.1734,0.6751
21 Jul 2020,0.7844,-0.1006,0.1651,0.6685
22 Jul 2020,0.7854,-0.1189,0.1455,0.6385
23 Jul 2020,0.7846,-0.1158,0.1495,0.6492
24 Jul 2020,0.7819,-0.0966,0.1767,0.6721
27 Jul 2020,0.7755,-0.1268,0.1417,0.6409
28 Jul 2020,0.7724,-0.1248,0.1382,0.6319
29 Jul 2020,0.7712,-0.1123,0.1502,0.6466
30 Jul 2020,0.7665,-0.1337,0.1171,0.6155
31 Jul 2020,0.7618,-0.1277,0.1252,0.6249
03 Aug 2020,0.7673,-0.1239,0.1317,0.6342
04 Aug 2020,0.7646,-0.1324,0.1114,0.6091
05 Aug 2020,0.7609,-0.0961,0.165,0.6696
06 Aug 2020,0.7609,-0.0894,0.1389,0.6252
07 Aug 2020,0.7662,-0.0619,0.1804,0.6773
10 Aug 2020,0.764,-0.0733,0.1702,0.674
11 Aug 2020,0.7641,-0.0192,0.2421,0.7306
12 Aug 2020,0.7658,-0.0016,0.2761,0.7746
13 Aug 2020,0.7636,-0.0045,0.2852,0.7894
14 Aug 2020,0.7628,-0.0136,0.2862,0.807
17 Aug 2020,0.7634,-0.0438,0.2591,0.7821
18 Aug 2020,0.7563,-0.0412,0.2583,0.7823
19 Aug 2020,0.7586,-0.0276,0.2721,0.8095
20 Aug 2020,0.7608,-0.0306,0.2679,0.8104
21 Aug 2020,0.7649,-0.0425,0.2542,0.7899
24 Aug 2020,0.7651,-0.0456,0.2497,0.7845
25 Aug 2020,0.7623,0.0038,0.3124,0.8524
26 Aug 2020,0.758,0.0214,0.3499,0.895
27 Aug 2020,0.7582,0.0343,0.3839,0.9417
28 Aug 2020,0.7502,-0.0031,0.3533,0.8949
01 Sep 2020,0.7435,-0.0174,0.3495,0.895
02 Sep 2020,0.7517,-0.0611,0.2791,0.8296
03 Sep 2020,0.7535,-0.062,0.2682,0.7996
04 Sep 2020,0.7576,-0.0421,0.2928,0.822
07 Sep 2020,0.7589,-0.0497,0.291,0.8193
08 Sep 2020,0.7679,-0.1117,0.2172,0.7282
09 Sep 2020,0.7695,-0.0507,0.2803,0.7988
10 Sep 2020,0.7772,-0.0639,0.2819,0.8157
11 Sep 2020,0.7824,-0.1138,0.2234,0.7417
14 Sep 2020,0.7762,-0.087,0.2384,0.7505
15 Sep 2020,0.778,-0.0622,0.2554,0.762
16 Sep 2020,0.7689,-0.0526,0.2564,0.7568
17 Sep 2020,0.7721,-0.1133,0.219,0.7398
18 Sep 2020,0.7715,-0.1164,0.2185,0.7409
21 Sep 2020,0.7816,-0.1246,0.195,0.7107
22 Sep 2020,0.7861,-0.0711,0.2368,0.7394
23 Sep 2020,0.7834,-0.0521,0.2651,0.7728
24 Sep 2020,0.7865,-0.0675,0.2468,0.7561
25 Sep 2020,0.7871,-0.09,0.2205,0.72
28 Sep 2020,0.7787,-0.0745,0.2376,0.74
29 Sep 2020,0.7787,-0.0821,0.216,0.7167
30 Sep 2020,0.7738,-0.0562,0.2562,0.7705
01 Oct 2020,0.777,-0.0616,0.2667,0.7956
02 Oct 2020,0.7733,-0.0459,0.2877,0.8201
05 Oct 2020,0.7708,-0.0293,0.3187,0.86
06 Oct 2020,0.7714,-0.0256,0.3241,0.866
07 Oct 2020,0.7755,-0.0111,0.3405,0.8783
08 Oct 2020,0.7735,-0.0173,0.3282,0.8641
09 Oct 2020,0.7696,-0.0256,0.3109,0.8405
12 Oct 2020,0.7651,-0.024,0.3137,0.8506
13 Oct 2020,0.77,-0.0496,0.2737,0.7953
14 Oct 2020,0.7668,-0.0496,0.2617,0.7634
15 Oct 2020,0.7748,-0.0766,0.2149,0.709
16 Oct 2020,0.7734,-0.0771,0.2174,0.7164
19 Oct 2020,0.7694,-0.0828,0.2121,0.7045
20 Oct 2020,0.7715,-0.073,0.2319,0.7345
21 Oct 2020,0.7597,-0.0481,0.2777,0.7935
22 Oct 2020,0.7637,-0.01,0.3261,0.8454
23 Oct 2020,0.7665,-0.0105,0.3274,0.8433
26 Oct 2020,0.768,-0.0097,0.3235,0.8433
27 Oct 2020,0.7653,-0.0384,0.2737,0.7722
28 Oct 2020,0.7696,-0.0578,0.2531,0.748
29 Oct 2020,0.7749,-0.059,0.2566,0.7565
30 Oct 2020,0.7732,-0.0247,0.2976,0.8189
02 Nov 2020,0.775,-0.0562,0.2634,0.7883
03 Nov 2020,0.7651,-0.0167,0.3144,0.8336
04 Nov 2020,0.7696,-0.059,0.2479,0.7552
05 Nov 2020,0.7679,-0.0335,0.2781,0.792
06 Nov 2020,0.7599,-0.0113,0.3204,0.851
09 Nov 2020,0.7605,0.0557,0.4241,0.9626
10 Nov 2020,0.7547,0.0675,0.4447,0.9847
11 Nov 2020,0.7577,0.0846,0.459,1.0107
12 Nov 2020,0.7617,0.042,0.3987,0.9333
13 Nov 2020,0.7599,0.0352,0.3802,0.9171
16 Nov 2020,0.759,0.0402,0.3916,0.9363
17 Nov 2020,0.7541,0.0323,0.3712,0.9055
18 Nov 2020,0.7518,0.0371,0.3798,0.9201
19 Nov 2020,0.7561,0.0329,0.3712,0.9119
20 Nov 2020,0.7527,0.0153,0.3471,0.8793
23 Nov 2020,0.7522,0.0356,0.3684,0.899
24 Nov 2020,0.7488,0.0432,0.3708,0.8872
25 Nov 2020,0.7474,0.034,0.3562,0.8646
26 Nov 2020,0.7502,0.0116,0.3232,0.8264
27 Nov 2020,0.7494,0.0242,0.3403,0.8375
30 Nov 2020,0.7489,0.0385,0.3555,0.8531
01 Dec 2020,0.7483,0.074,0.4066,0.914
02 Dec 2020,0.7504,0.0572,0.3999,0.9137
03 Dec 2020,0.7409,0.0413,0.3758,0.896
04 Dec 2020,0.7422,0.0505,0.3944,0.9176
07 Dec 2020,0.7511,-0.0054,0.3221,0.8435
08 Dec 2020,0.7484,-0.0151,0.2969,0.7952
09 Dec 2020,0.7465,-0.0174,0.2974,0.7992
10 Dec 2020,0.7533,-0.0562,0.2456,0.7419
11 Dec 2020,0.7567,-0.081,0.2077,0.7001
14 Dec 2020,0.7502,-0.0353,0.2646,0.7564
15 Dec 2020,0.7436,-0.0023,0.3023,0.8129
16 Dec 2020,0.741,0.0052,0.3201,0.8276
17 Dec 2020,0.7358,0.0091,0.3121,0.8153
18 Dec 2020,0.7416,-0.0227,0.2815,0.7808
21 Dec 2020,0.7511,-0.0568,0.2404,0.7343
22 Dec 2020,0.7506,-0.0777,0.2233,0.7202
23 Dec 2020,0.7395,0.0163,0.346,0.8669
24 Dec 2020,0.7359,-0.0194,0.2952,0.8103
29 Dec 2020,0.7411,-0.0495,0.2523,0.7603
30 Dec 2020,0.7349,-0.044,0.2552,0.7595
31 Dec 2020,0.7327,-0.0642,0.2308,0.7242
04 Jan 2021,0.7364,-0.0678,0.229,0.7293
05 Jan 2021,0.7357,-0.0621,0.2543,0.7667
06 Jan 2021,0.738,-0.0485,0.2849,0.8087
07 Jan 2021,0.7383,-0.0105,0.3395,0.8711
08 Jan 2021,0.7358,-0.0051,0.3371,0.8617
11 Jan 2021,0.7412,0.0028,0.354,0.8914
12 Jan 2021,0.734,0.0492,0.3987,0.9163
13 Jan 2021,0.7335,0.0237,0.3544,0.8628
14 Jan 2021,0.7304,0.0043,0.3347,0.8443
15 Jan 2021,0.7361,-0.0038,0.3387,0.8535
18 Jan 2021,0.7366,-0.0055,0.344,0.856
19 Jan 2021,0.7343,-0.0086,0.3331,0.8396
20 Jan 2021,0.7337,0.0026,0.3468,0.8629
21 Jan 2021,0.7289,0.0212,0.3769,0.8919
22 Jan 2021,0.7315,0.0105,0.3624,0.8812
25 Jan 2021,0.7315,-0.0242,0.3108,0.8182
26 Jan 2021,0.7277,-0.0177,0.3195,0.8275
27 Jan 2021,0.7297,-0.0177,0.3155,0.8159
28 Jan 2021,0.7289,-0.0093,0.3276,0.8275
29 Jan 2021,0.7284,0.0125,0.372,0.8791
01 Feb 2021,0.7319,0.0086,0.3694,0.8769
02 Feb 2021,0.7337,0.0319,0.3986,0.9108
03 Feb 2021,0.7329,0.0481,0.4173,0.9287
04 Feb 2021,0.7321,0.1064,0.4871,1.0034
05 Feb 2021,0.7287,0.1439,0.5417,1.0654
08 Feb 2021,0.7278,0.1389,0.5345,1.054
09 Feb 2021,0.7248,0.1219,0.5139,1.0271
10 Feb 2021,0.7223,0.1328,0.5353,1.0544
11 Feb 2021,0.7233,0.1171,0.5197,1.0402
12 Feb 2021,0.7221,0.1438,0.5738,1.0982
15 Feb 2021,0.7188,0.1706,0.6274,1.1652
16 Feb 2021,0.7181,0.1994,0.6786,1.2146
17 Feb 2021,0.7219,0.1717,0.6335,1.1491
18 Feb 2021,0.717,0.2106,0.685,1.1933
19 Feb 2021,0.7132,0.2693,0.7566,1.2571
22 Feb 2021,0.7116,0.2629,0.7513,1.252
23 Feb 2021,0.7089,0.2689,0.7919,1.3186
24 Feb 2021,0.7091,0.2872,0.8381,1.3995
25 Feb 2021,0.7075,0.3459,0.8598,1.3854
26 Feb 2021,0.7155,0.3896,0.8926,1.3834
01 Mar 2021,0.7175,0.3412,0.8372,1.3332
02 Mar 2021,0.7169,0.2963,0.7774,1.2537
03 Mar 2021,0.7156,0.3426,0.8465,1.3296
04 Mar 2021,0.7147,0.3227,0.8064,1.2862
05 Mar 2021,0.7237,0.3616,0.8444,1.3059
08 Mar 2021,0.724,0.3432,0.8272,1.2887
09 Mar 2021,0.7198,0.3251,0.8016,1.2484
10 Mar 2021,0.7192,0.3143,0.7955,1.2382
11 Mar 2021,0.7159,0.3276,0.8245,1.2812
12 Mar 2021,0.7198,0.3758,0.9087,1.3712
15 Mar 2021,0.7214,0.3591,0.8759,1.3392
16 Mar 2021,0.7198,0.3596,0.8698,1.333
17 Mar 2021,0.72,0.3941,0.9178,1.3772
18 Mar 2021,0.7174,0.4086,0.9621,1.4262
19 Mar 2021,0.7209,0.3827,0.9272,1.3928
22 Mar 2021,0.7218,0.3643,0.9057,1.3692
23 Mar 2021,0.725,0.3234,0.8528,1.314
24 Mar 2021,0.7288,0.3227,0.8364,1.294
25 Mar 2021,0.7288,0.3112,0.8174,1.2636
26 Mar 2021,0.7251,0.3236,0.8384,1.2932
29 Mar 2021,0.7261,0.343,0.8751,1.3328
30 Mar 2021,0.7293,0.379,0.9257,1.3876
31 Mar 2021,0.7248,0.3901,0.9282,1.4056
01 Apr 2021,0.7236,0.3668,0.8859,1.3598
06 Apr 2021,0.7216,0.3707,0.8821,1.3463
07 Apr 2021,0.7253,0.3684,0.8742,1.3385
08 Apr 2021,0.7283,0.3489,0.8477,1.307
09 Apr 2021,0.7284,0.3627,0.8717,1.3251
12 Apr 2021,0.7276,0.3675,0.8836,1.3265
13 Apr 2021,0.7282,0.3643,0.8757,1.3223
14 Apr 2021,0.7256,0.3776,0.8974,1.3529
15 Apr 2021,0.7249,0.3212,0.8173,1.2631
16 Apr 2021,0.7237,0.3447,0.8558,1.3069
19 Apr 2021,0.7151,0.3383,0.8461,1.2936
20 Apr 2021,0.7168,0.327,0.8242,1.2731
21 Apr 2021,0.7179,0.3304,0.8353,1.2937
22 Apr 2021,0.7222,0.3205,0.82,1.2732
23 Apr 2021,0.7225,0.3273,0.8386,1.2886
26 Apr 2021,0.7197,0.3391,0.845,1.2915
27 Apr 2021,0.7186,0.3526,0.8591,1.3045
28 Apr 2021,0.7191,0.3685,0.8871,1.3208
29 Apr 2021,0.7171,0.4007,0.9348,1.3621
30 Apr 2021,0.7223,0.4036,0.931,1.3518
04 May 2021,0.7203,0.3615,0.8843,1.3046
05 May 2021,0.7189,0.3742,0.908,1.3384
06 May 2021,0.72,0.3402,0.8773,1.3262
07 May 2021,0.7154,0.316,0.8565,1.3163
10 May 2021,0.7073,0.334,0.8803,1.3401
11 May 2021,0.707,0.3746,0.934,1.4071
12 May 2021,0.7094,0.4244,0.9868,1.4491
13 May 2021,0.7119,0.4339,1.0004,1.4665
14 May 2021,0.7098,0.4104,0.9662,1.433
17 May 2021,0.7083,0.4093,0.9677,1.4303
18 May 2021,0.7037,0.405,0.9624,1.4381
19 May 2021,0.707,0.3901,0.9418,1.4223
20 May 2021,0.7065,0.3888,0.944,1.4246
21 May 2021,0.7061,0.3843,0.9371,1.4166
24 May 2021,0.7063,0.3644,0.9118,1.3899
25 May 2021,0.7076,0.3483,0.8893,1.3521
26 May 2021,0.708,0.3252,0.8509,1.309
27 May 2021,0.7052,0.3742,0.9099,1.3484
28 May 2021,0.7054,0.3626,0.8888,1.3255
01 Jun 2021,0.7056,0.3899,0.93,1.3751
02 Jun 2021,0.706,0.3664,0.902,1.3527
03 Jun 2021,0.7052,0.3916,0.9352,1.3863
04 Jun 2021,0.7056,0.3669,0.896,1.3521
07 Jun 2021,0.7058,0.3829,0.9104,1.3681
08 Jun 2021,0.7067,0.3613,0.8784,1.3311
09 Jun 2021,0.7079,0.3374,0.8366,1.2873
10 Jun 2021,0.7071,0.3559,0.8575,1.3066
11 Jun 2021,0.7081,0.3208,0.8137,1.2662
14 Jun 2021,0.7085,0.3385,0.8374,1.2908
15 Jun 2021,0.7101,0.3628,0.8621,1.3007
16 Jun 2021,0.709,0.3579,0.848,1.2866
17 Jun 2021,0.7168,0.4148,0.888,1.3022
18 Jun 2021,0.7243,0.4061,0.8507,1.2429
21 Jun 2021,0.7192,0.4067,0.8569,1.2516
22 Jun 2021,0.7186,0.4153,0.8776,1.294
23 Jun 2021,0.7159,0.4128,0.8783,1.304
24 Jun 2021,0.7197,0.3783,0.8394,1.2675
25 Jun 2021,0.7187,0.4005,0.8728,1.3065
28 Jun 2021,0.7202,0.3773,0.8296,1.2589
29 Jun 2021,0.7227,0.3711,0.8316,1.2701
30 Jun 2021,0.7236,0.3618,0.8202,1.2636
01 Jul 2021,0.7262,0.3615,0.8274,1.2663
02 Jul 2021,0.7255,0.3451,0.805,1.247
05 Jul 2021,0.7225,0.3424,0.8145,1.2578
06 Jul 2021,0.7243,0.2912,0.7263,1.1774
07 Jul 2021,0.7258,0.2712,0.6896,1.1299
08 Jul 2021,0.7267,0.2723,0.689,1.1259
09 Jul 2021,0.7226,0.3233,0.7555,1.1961
12 Jul 2021,0.7197,0.3151,0.7375,1.1699
13 Jul 2021,0.7224,0.3062,0.7115,1.1294
14 Jul 2021,0.721,0.3214,0.7173,1.1218
15 Jul 2021,0.7213,0.3839,0.757,1.1664
16 Jul 2021,0.7252,0.3482,0.7141,1.1251
19 Jul 2021,0.7315,0.2799,0.6317,1.0306
20 Jul 2021,0.735,0.2857,0.6321,1.0072
21 Jul 2021,0.7313,0.3193,0.6849,1.0672
22 Jul 2021,0.727,0.2893,0.6521,1.022
23 Jul 2021,0.7273,0.3054,0.6693,1.0292
26 Jul 2021,0.7234,0.3003,0.6549,1.0141
27 Jul 2021,0.7204,0.2984,0.647,1.0046
28 Jul 2021,0.7209,0.2995,0.6543,1.0154
29 Jul 2021,0.7156,0.2939,0.6516,1.0173
30 Jul 2021,0.7191,0.2867,0.65,1.0212
02 Aug 2021,0.7195,0.2649,0.6273,1.0034
03 Aug 2021,0.7198,0.2462,0.5994,0.9668
