lag,acf,abs_acf,outside_approx_95_band
5,-0.04031059582410555,0.04031059582410555,False
10,0.026071879289854463,0.026071879289854463,False
15,-0.015350549386388511,0.015350549386388511,False
20,0.03463703162016905,0.03463703162016905,False
25,0.007724745106985857,0.007724745106985857,False
30,0.00520488393227165,0.00520488393227165,False
35,-0.021848303913116474,0.021848303913116474,False
40,-0.0022819493155613445,0.0022819493155613445,False
